SiteCode,AntennaLabel,Operator,Technology,Latitude,Longitude,CenterHeight,Power,Frequency,FrequencyBand,Electrical_Tilt,Mechanical_Tilt,Azimuth,Gain,Horizontal_Beamwidth,Vertical_Beamwidth
SITE(40040B1),ANT(BRZND31A091O)/ANT(BRZND31B091O),Orange,2G/4G,50.848832816,4.357251447,31.21,37.6,955.0,Band900MHz,-6,0,270,16.81,97,16
SITE(40040B1),ANT(BRZND31D351O),Orange,5G,50.848862801,4.357284394,31.89,41.0,3650.0,Band3600MHz,-5,0,270,24.9,126,32
SITE(40040B1),ANT(BRZND11S141O),Orange,4G/5G,50.848888014,4.357359039,31.32,0.0,1442.0,Band1400MHz,-4,0,30,15.9,98,16
SITE(40040B1),ANT(BRZND11S181O),Orange,4G,50.848888014,4.357359039,31.32,46.35,1837.5,Band1800MHz,-5,0,30,16.79,95,15
SITE(40040B1),ANT(BRZND11S211O),Orange,4G,50.848888014,4.357359039,31.32,46.35,2162.5,Band2100MHz,-4,0,30,17.27,91,14
SITE(40040B1),ANT(BRZND11S261O),Orange,4G,50.848888014,4.357359039,31.32,45.35,2680.0,Band2600MHz,-6,0,30,17.84,78,12
SITE(40040B1),ANT(BRZND11S071O),Orange,5G,50.848888014,4.357359039,31.32,39.0,773.0,Band700MHz,-5,0,30,15.81,102,16
SITE(40040B1),ANT(BRZND11S081O),Orange,4G,50.848888014,4.357359039,31.32,40.5,816.0,Band800MHz,-5,0,30,16.38,101,16
SITE(40040B1),ANT(BRZND11A091O)/ANT(BRZND11B091O),Orange,2G/4G,50.848888014,4.357359039,31.32,41.2,955.0,Band900MHz,-6,0,30,16.81,97,14
SITE(40043B1),ANT(BRFED31S141O),Orange,4G/5G,50.845455928,4.351670029,33.74,0.0,1442.0,Band1400MHz,-4,0,190,14.4,98,14
SITE(40043B1),ANT(BRFED31S181O),Orange,4G,50.845455928,4.351670029,33.74,46.35,1837.5,Band1800MHz,-4,0,190,15.34,106,11
SITE(40043B1),ANT(BRFED31S211O),Orange,4G,50.845455928,4.351670029,33.74,46.35,2162.5,Band2100MHz,-4,0,190,16.48,90,9
SITE(40043B1),ANT(BRFED31S261O),Orange,4G,50.845455928,4.351670029,33.74,45.35,2680.0,Band2600MHz,-4,0,190,16.78,86,9
SITE(40043B1),ANT(BRFED31S071O),Orange,5G,50.845455928,4.351670029,33.74,39.0,773.0,Band700MHz,-1,0,190,14.13,107,17
SITE(40043B1),ANT(BRFED31S081O),Orange,4G,50.845455928,4.351670029,33.74,40.0,816.0,Band800MHz,-4,0,190,14.9,104,15
SITE(40043B1),ANT(BRFED31A091O)/ANT(BRFED31B091O),Orange,2G/4G,50.845455928,4.351670029,33.74,40.6,955.0,Band900MHz,-3,0,190,14.41,115,14
SITE(40043B1),ANT(BRFED31D351O),Orange,5G,50.845455928,4.351670029,34.38,40.5,3650.0,Band3600MHz,-5,0,190,21.9,126,32
SITE(40043B1),ANT(BRFED21S141O),Orange,4G/5G,50.845461082,4.351670733,33.34,0.0,1442.0,Band1400MHz,-6,0,100,15.94,94,8
SITE(40043B1),ANT(BRFED21S181O),Orange,4G,50.845461082,4.351670733,33.34,45.1,1837.5,Band1800MHz,-6,0,100,16.76,106,6
SITE(40043B1),ANT(BRFED21S211O),Orange,4G,50.845461082,4.351670733,33.34,45.1,2162.5,Band2100MHz,-6,0,100,17.87,90,6
SITE(40043B1),ANT(BRFED21S261O),Orange,4G,50.845461082,4.351670733,33.34,44.1,2680.0,Band2600MHz,-6,0,100,18.32,81,4
SITE(40043B1),ANT(BRFED21S071O),Orange,5G,50.845461082,4.351670733,33.34,39.0,773.0,Band700MHz,-7,0,100,15.17,104,11
SITE(40043B1),ANT(BRFED21S081O),Orange,4G,50.845461082,4.351670733,33.34,40.0,816.0,Band800MHz,-6,0,100,15.2,106,11
SITE(40043B1),ANT(BRFED21A091O)/ANT(BRFED21B091O),Orange,2G/4G,50.845461082,4.351670733,33.34,40.6,955.0,Band900MHz,-7,0,100,15.24,117,9
SITE(40043B1),ANT(BRFED21D351O),Orange,5G,50.845461082,4.351670733,34.3,40.6,3650.0,Band3600MHz,-5,0,100,21.9,126,32
SITE(40043B1),ANT(BRFED41S141O),Orange,4G/5G,50.845555444,4.351544899,32.54,0.0,1442.0,Band1400MHz,-6,0,280,15.94,95,12
SITE(40043B1),ANT(BRFED41S181O),Orange,4G,50.845555444,4.351544899,32.54,46.35,1837.5,Band1800MHz,-6,0,280,16.76,105,10
SITE(40043B1),ANT(BRFED41S211O),Orange,4G,50.845555444,4.351544899,32.54,46.35,2162.5,Band2100MHz,-6,0,280,17.87,90,9
SITE(40043B1),ANT(BRFED41S261O),Orange,4G,50.845555444,4.351544899,32.54,45.35,2680.0,Band2600MHz,-6,0,280,18.32,82,8
SITE(40043B1),ANT(BRFED41S071O),Orange,5G,50.845555444,4.351544899,32.54,39.0,773.0,Band700MHz,-7,0,280,15.17,104,15
SITE(40043B1),ANT(BRFED41S081O),Orange,4G,50.845555444,4.351544899,32.54,44.15,816.0,Band800MHz,-4,0,280,15.2,107,15
SITE(40043B1),ANT(BRFED41A091O)/ANT(BRFED41B091O),Orange,2G/4G,50.845555444,4.351544899,32.54,42.95,955.0,Band900MHz,-7,0,280,15.24,117,14
SITE(40043B1),ANT(BRFED41D351O),Orange,5G,50.845555445,4.351544899,33.5,40.3,3650.0,Band3600MHz,-5,0,280,21.9,126,32
SITE(40043B1),ANT(BRFED11S141O),Orange,4G/5G,50.845556901,4.351550675,32.54,48.0,1442.0,Band1400MHz,-7,0,20,16.02,94,13
SITE(40043B1),ANT(BRFED11S181O),Orange,4G,50.845556901,4.351550675,32.54,47.0,1837.5,Band1800MHz,-7,0,20,16.77,106,11
SITE(40043B1),ANT(BRFED11S211O),Orange,4G,50.845556901,4.351550675,32.54,47.0,2162.5,Band2100MHz,-7,0,20,17.92,90,10
SITE(40043B1),ANT(BRFED11S261O),Orange,4G,50.845556901,4.351550675,32.54,46.0,2680.0,Band2600MHz,-7,0,20,18.36,82,9
SITE(40043B1),ANT(BRFED11S071O),Orange,5G,50.845556901,4.351550675,32.54,43.0,773.0,Band700MHz,-8,0,20,15.25,104,17
SITE(40043B1),ANT(BRFED11S081O),Orange,4G,50.845556901,4.351550675,32.54,44.8,816.0,Band800MHz,-4,0,20,15.2,107,16
SITE(40043B1),ANT(BRFED11A091O)/ANT(BRFED11B091O),Orange,2G/4G,50.845556901,4.351550675,32.54,43.6,955.0,Band900MHz,-8,0,20,15.31,118,15
SITE(40043B1),ANT(BRFED11D351O),Orange,5G,50.845556901,4.351550675,33.5,41.8,3650.0,Band3600MHz,-5,0,20,21.9,126,32
SITE(40095B1),ANT(BREJL21D351O),Orange,5G,50.852501306,4.353006956,37.15,41.0,3650.0,Band3600MHz,-5,0,110,21.9,126,32
SITE(40095B1),ANT(BREJL31S141O),Orange,4G/5G,50.852516194,4.352845435,36.25,0.0,1442.0,Band1400MHz,-3,0,200,15.92,107,18
SITE(40095B1),ANT(BREJL31S181O),Orange,4G,50.852516194,4.352845435,36.25,46.35,1837.5,Band1800MHz,-8,0,200,16.31,102,15
SITE(40095B1),ANT(BREJL31S211O),Orange,4G,50.852516194,4.352845435,36.25,46.35,2162.5,Band2100MHz,-6,0,200,17.36,92,14
SITE(40095B1),ANT(BREJL31S261O),Orange,4G,50.852516194,4.352845435,36.25,45.35,2680.0,Band2600MHz,-2,0,200,17.05,91,12
SITE(40095B1),ANT(BREJL31S071O),Orange,5G,50.852516194,4.352845435,36.25,42.0,773.0,Band700MHz,-8,0,200,15.4,104,17
SITE(40095B1),ANT(BREJL31S081O),Orange,4G,50.852516194,4.352845435,36.25,44.15,816.0,Band800MHz,-5,0,200,15.76,104,15
SITE(40095B1),ANT(BREJL31A091O)/ANT(BREJL31B091O),Orange,2G/4G,50.852516194,4.352845435,36.25,44.75,955.0,Band900MHz,-6,0,200,16.49,93,14
SITE(40095B1),ANT(BREJL31D351O),Orange,5G,50.852518889,4.352835432,37.15,41.0,3650.0,Band3600MHz,-5,0,200,21.9,126,32
SITE(40095B1),ANT(BREJL21S141O),Orange,4G/5G,50.852543476,4.353031773,36.25,0.0,1442.0,Band1400MHz,-3,0,110,15.92,107,18
SITE(40095B1),ANT(BREJL21S181O),Orange,4G,50.852543476,4.353031773,36.25,46.35,1837.5,Band1800MHz,-8,0,110,16.31,102,15
SITE(40095B1),ANT(BREJL21S211O),Orange,4G,50.852543476,4.353031773,36.25,46.35,2162.5,Band2100MHz,-6,0,110,17.36,92,14
SITE(40095B1),ANT(BREJL21S261O),Orange,4G,50.852543476,4.353031773,36.25,45.35,2680.0,Band2600MHz,-2,0,110,17.05,91,12
SITE(40095B1),ANT(BREJL21S071O),Orange,5G,50.852543476,4.353031773,36.25,39.0,773.0,Band700MHz,-8,0,110,15.4,104,17
SITE(40095B1),ANT(BREJL21S081O),Orange,4G,50.852543476,4.353031773,36.25,40.6,816.0,Band800MHz,-5,0,110,15.76,104,15
SITE(40095B1),ANT(BREJL21A091O)/ANT(BREJL21B091O),Orange,2G/4G,50.852543476,4.353031773,36.25,41.2,955.0,Band900MHz,-6,0,110,16.49,93,14
SITE(40095B1),ANT(BREJL11S141O),Orange,4G/5G,50.852548557,4.353034729,36.25,0.0,1442.0,Band1400MHz,-3,0,20,15.92,107,19
SITE(40095B1),ANT(BREJL11S181O),Orange,4G,50.852548557,4.353034729,36.25,46.35,1837.5,Band1800MHz,-9,0,20,16.36,102,16
SITE(40095B1),ANT(BREJL11S211O),Orange,4G,50.852548557,4.353034729,36.25,46.35,2162.5,Band2100MHz,-6,0,20,17.36,92,15
SITE(40095B1),ANT(BREJL11S261O),Orange,4G,50.852548557,4.353034729,36.25,45.35,2680.0,Band2600MHz,-2,0,20,17.05,91,13
SITE(40095B1),ANT(BREJL11S071O),Orange,5G,50.852548557,4.353034729,36.25,39.0,773.0,Band700MHz,-8,0,20,15.4,104,18
SITE(40095B1),ANT(BREJL11S081O),Orange,4G,50.852548557,4.353034729,36.25,42.15,816.0,Band800MHz,-5,0,20,15.76,105,16
SITE(40095B1),ANT(BREJL11A091O)/ANT(BREJL11B091O),Orange,2G/4G,50.852548557,4.353034729,36.25,42.75,955.0,Band900MHz,-6,0,20,16.49,93,15
SITE(40095B1),ANT(BREJL41D351O),Orange,5G,50.852558087,4.352866589,36.15,41.2,3650.0,Band3600MHz,-5,0,290,21.9,126,32
SITE(40095B1),ANT(BREJL11D351O),Orange,5G,50.852594352,4.352888976,37.15,41.2,3650.0,Band3600MHz,-5,0,20,21.9,126,32
SITE(40095B1),ANT(BREJL41S141O),Orange,4G/5G,50.852595879,4.352881192,36.25,0.0,1442.0,Band1400MHz,-3,0,290,15.92,107,20
SITE(40095B1),ANT(BREJL41S181O),Orange,4G,50.852595879,4.352881192,36.25,46.35,1837.5,Band1800MHz,-9,0,290,16.36,102,17
SITE(40095B1),ANT(BREJL41S211O),Orange,4G,50.852595879,4.352881192,36.25,46.35,2162.5,Band2100MHz,-6,0,290,17.36,92,16
SITE(40095B1),ANT(BREJL41S261O),Orange,4G,50.852595879,4.352881192,36.25,45.35,2680.0,Band2600MHz,-2,0,290,17.05,91,14
SITE(40095B1),ANT(BREJL41S071O),Orange,5G,50.852595879,4.352881192,36.25,39.0,773.0,Band700MHz,-8,0,290,15.4,104,18
SITE(40095B1),ANT(BREJL41S081O),Orange,4G,50.852595879,4.352881192,36.25,44.15,816.0,Band800MHz,-5,0,290,15.76,105,16
SITE(40095B1),ANT(BREJL41A091O)/ANT(BREJL41B091O),Orange,2G/4G,50.852595879,4.352881192,36.25,39.95,955.0,Band900MHz,-6,0,290,16.49,93,15
SITE(41099B1),ANT(BRPCL21D351O),Orange,5G,50.851767216,4.360952818,31.3,41.8,3650.0,Band3600MHz,-6,0,180,24.8,126,34
SITE(41099B1),ANT(BRPCL21S181O),Orange,4G/5G,50.851769117,4.360961314,30.3,46.4,1837.5,Band1800MHz,-5,0,180,16.79,95,14
SITE(41099B1),ANT(BRPCL21S211O),Orange,4G/5G,50.851769117,4.360961314,30.3,46.4,2162.5,Band2100MHz,-4,0,180,17.27,91,13
SITE(41099B1),ANT(BRPCL21S261O),Orange,4G/5G,50.851769117,4.360961314,30.3,45.4,2680.0,Band2600MHz,-6,0,180,17.84,78,11
SITE(41099B1),ANT(BRPCL21S071O),Orange,4G/5G,50.851769117,4.360961314,30.3,39.0,773.0,Band700MHz,-7,0,180,15.81,102,16
SITE(41099B1),ANT(BRPCL21S081O),Orange,4G/5G,50.851769117,4.360961314,30.3,43.8,816.0,Band800MHz,-5,0,180,16.38,101,16
SITE(41099B1),ANT(BRPCL21A091O)/ANT(BRPCL21B091O),Orange,2G/3G,50.851769117,4.360961314,30.3,39.6,955.0,Band900MHz,-6,0,180,16.81,97,14
SITE(41099B1),ANT(BRPCL31D351O),Orange,5G,50.851789283,4.360936516,31.3,41.8,3650.0,Band3600MHz,-6,0,270,24.8,126,34
SITE(41099B1),ANT(BRPCL31S141O),Orange,4G/5G,50.851796218,4.360938219,30.3,48.0,1442.0,Band1400MHz,-4,0,270,15.9,99,18
SITE(41099B1),ANT(BRPCL31S181O),Orange,4G/5G,50.851796218,4.360938219,30.3,47.0,1837.5,Band1800MHz,-5,0,270,16.79,95,17
SITE(41099B1),ANT(BRPCL31S211O),Orange,4G/5G,50.851796218,4.360938219,30.3,47.0,2162.5,Band2100MHz,-4,0,270,17.27,91,16
SITE(41099B1),ANT(BRPCL31S261O),Orange,4G/5G,50.851796218,4.360938219,30.3,46.0,2680.0,Band2600MHz,-6,0,270,17.84,78,14
SITE(41099B1),ANT(BRPCL31S071O),Orange,4G/5G,50.851796218,4.360938219,30.3,43.0,773.0,Band700MHz,-7,0,270,15.81,102,18
SITE(41099B1),ANT(BRPCL31S081O),Orange,4G/5G,50.851796218,4.360938219,30.3,44.8,816.0,Band800MHz,-5,0,270,16.38,101,18
SITE(41099B1),ANT(BRPCL31A091O)/ANT(BRPCL31B091O),Orange,2G/3G,50.851796218,4.360938219,30.3,40.6,955.0,Band900MHz,-6,0,270,16.81,97,16
SITE(41099B1),ANT(BRPCL11D351O),Orange,5G,50.852345713,4.361397667,32,41.8,3650.0,Band3600MHz,-6,0,30,24.8,126,34
SITE(41099B1),ANT(BRPCL11S181O),Orange,4G/5G,50.852349218,4.361388543,31,46.4,1837.5,Band1800MHz,-4,0,30,16.74,96,11
SITE(41099B1),ANT(BRPCL11S211O),Orange,4G/5G,50.852349218,4.361388543,31,46.4,2162.5,Band2100MHz,-4,0,30,17.27,90,10
SITE(41099B1),ANT(BRPCL11S261O),Orange,4G/5G,50.852349218,4.361388543,31,45.4,2680.0,Band2600MHz,-4,0,30,17.4,80,8
SITE(41099B1),ANT(BRPCL11S071O),Orange,4G/5G,50.852349218,4.361388543,31,39.0,773.0,Band700MHz,-5,0,30,15.81,102,14
SITE(41099B1),ANT(BRPCL11S081O),Orange,4G/5G,50.852349218,4.361388543,31,42.4,816.0,Band800MHz,-5,0,30,16.38,100,14
SITE(41099B1),ANT(BRPCL11A091O)/ANT(BRPCL11B091O),Orange,2G/3G,50.852349218,4.361388543,31,43.0,955.0,Band900MHz,-6,0,30,16.81,97,12
SITE(42003B4),ANT(BRHER11C081O_01),Orange,4G,50.846766135,4.354005511,6.34,39.6,816.0,Band800MHz,0,0,55,6.15,158,90
SITE(42003B4),ANT(BRHER11A091O_01)/ANT(BRHER11B091O_01),Orange,2G/4G,50.846766135,4.354005511,6.34,36.6,955.0,Band900MHz,0,0,55,6.15,158,90
SITE(42007B4),ANT(BRFLO11C181O),Orange,4G/5G,50.850564096,4.353868853,7.93,40.3,1837.5,Band1800MHz,0,0,297,6.15,168,100
SITE(42007B4),ANT(BRFLO11C081O),Orange,4G/5G,50.850564096,4.353868853,7.93,40.2,816.0,Band800MHz,0,0,297,6.15,158,90
SITE(42007B4),ANT(BRFLO11A091O)/ANT(BRFLO11B091O),Orange,2G/3G,50.850564096,4.353868853,7.93,40.3,955.0,Band900MHz,0,0,297,6.15,158,90
SITE(42008B4),ANT(BRBCH11S081O),Orange,4G,50.848110818,4.3540855,7.1,39.1,816.0,Band800MHz,0,0,220,6.15,158,90
SITE(42008B4),ANT(BRBCH11A091O)/ANT(BRBCH11B091O),Orange,2G/4G,50.848110818,4.3540855,7.1,36.1,955.0,Band900MHz,0,0,220,6.15,158,90
SITE(42105B4),ANT(BRKAM11C081O_01),Orange,4G,50.845967342,4.352739791,8.51,42.0,816.0,Band800MHz,0,0,210,6.15,158,90
SITE(42105B4),ANT(BRKAM11A091O_01)/ANT(BRKAM11B091O_01),Orange,2G/4G,50.845967342,4.352739791,8.51,39.0,955.0,Band900MHz,0,0,210,6.15,158,90
SITE(42105B4),ANT(BRKAM11C081O_02),Orange,4G,50.845974442,4.352733903,8.51,42.0,816.0,Band800MHz,0,0,290,6.15,158,90
SITE(42105B4),ANT(BRKAM11A091O_02)/ANT(BRKAM11B091O_02),Orange,2G/4G,50.845974442,4.352733903,8.51,39.0,955.0,Band900MHz,0,0,290,6.15,158,90
SITE(42357B1),ANT(BRQUE21S141O),Orange,4G/5G,50.852804398,4.368495652,40.38,48.0,1442.0,Band1400MHz,-11,0,178,16.31,86,18
SITE(42357B1),ANT(BRQUE21S181O),Orange,4G/5G,50.852804398,4.368495652,40.38,47.0,1837.5,Band1800MHz,-2,0,178,16.47,87,18
SITE(42357B1),ANT(BRQUE21S211O),Orange,4G/5G,50.852804398,4.368495652,40.38,47.0,2162.5,Band2100MHz,-6,0,178,17.33,92,16
SITE(42357B1),ANT(BRQUE21S261O),Orange,4G/5G,50.852804398,4.368495652,40.38,46.0,2680.0,Band2600MHz,-6,0,178,17.49,87,16
SITE(42357B1),ANT(BRQUE21D351O),Orange,5G,50.852804398,4.368495652,40.38,47.8,3650.0,Band3600MHz,-7,0,178,21.47,111,17
SITE(42357B1),ANT(BRQUE21S071O),Orange,4G/5G,50.852804398,4.368495652,40.38,43.0,773.0,Band700MHz,-12,0,178,15.56,95,18
SITE(42357B1),ANT(BRQUE21S081O),Orange,4G/5G,50.852804398,4.368495652,40.38,44.8,816.0,Band800MHz,-7,0,178,15.98,88,18
SITE(42357B1),ANT(BRQUE21A091O)/ANT(BRQUE21B091O),Orange,2G/3G,50.852804398,4.368495652,40.38,40.6,955.0,Band900MHz,-2,0,178,16.51,85,18
SITE(42357B1),ANT(BRQUE11S141O),Orange,4G/5G,50.852913736,4.368697805,36.88,48.0,1442.0,Band1400MHz,-11,0,90,16.31,86,18
SITE(42357B1),ANT(BRQUE11S181O),Orange,4G/5G,50.852913736,4.368697805,36.88,47.0,1837.5,Band1800MHz,-2,0,90,16.47,87,18
SITE(42357B1),ANT(BRQUE11S211O),Orange,4G/5G,50.852913736,4.368697805,36.88,47.0,2162.5,Band2100MHz,-6,0,90,17.33,92,16
SITE(42357B1),ANT(BRQUE11S261O),Orange,4G/5G,50.852913736,4.368697805,36.88,46.0,2680.0,Band2600MHz,-6,0,90,17.49,87,16
SITE(42357B1),ANT(BRQUE11D351O),Orange,5G,50.852913736,4.368697805,36.88,47.8,3650.0,Band3600MHz,-7,0,90,21.47,111,17
SITE(42357B1),ANT(BRQUE11S071O),Orange,4G/5G,50.852913736,4.368697805,36.88,43.0,773.0,Band700MHz,-12,0,90,15.56,95,18
SITE(42357B1),ANT(BRQUE11S081O),Orange,4G/5G,50.852913736,4.368697805,36.88,44.8,816.0,Band800MHz,-7,0,90,15.98,88,18
SITE(42357B1),ANT(BRQUE11A091O)/ANT(BRQUE11B091O),Orange,2G/3G,50.852913736,4.368697805,36.88,40.6,955.0,Band900MHz,-2,0,90,16.51,85,18
SITE(42357B1),ANT(BRQUE31S181O),Orange,4G/5G,50.852914681,4.368698269,36.88,46.4,1837.5,Band1800MHz,-2,0,350,16.47,86,14
SITE(42357B1),ANT(BRQUE31S211O),Orange,4G/5G,50.852914681,4.368698269,36.88,46.4,2162.5,Band2100MHz,-6,0,350,17.33,92,12
SITE(42357B1),ANT(BRQUE31S261O),Orange,4G/5G,50.852914681,4.368698269,36.88,42.9,2680.0,Band2600MHz,-6,0,350,17.49,87,11
SITE(42357B1),ANT(BRQUE31D351O),Orange,5G,50.852914681,4.368698269,36.88,47.8,3650.0,Band3600MHz,-9,0,350,21.27,110,7
SITE(42357B1),ANT(BRQUE31S071O),Orange,4G/5G,50.852914681,4.368698269,36.88,39.0,773.0,Band700MHz,-9,0,350,15.55,95,16
SITE(42357B1),ANT(BRQUE31S081O),Orange,4G/5G,50.852914681,4.368698269,36.88,40.0,816.0,Band800MHz,-7,0,350,15.98,88,15
SITE(42357B1),ANT(BRQUE31A091O)/ANT(BRQUE31B091O),Orange,2G/3G,50.852914681,4.368698269,36.88,37.6,955.0,Band900MHz,-2,0,350,16.51,85,15
SITE(42360B1),ANT(BRPVB21S141O),Orange,4G/5G,50.845892143,4.368003178,32.02,48.0,1442.0,Band1400MHz,-12,0,150,15.39,104,18
SITE(42360B1),ANT(BRPVB21S181O),Orange,4G,50.845892143,4.368003178,32.02,47.0,1837.5,Band1800MHz,-7,0,150,16.29,107,16
SITE(42360B1),ANT(BRPVB21S211O),Orange,4G,50.845892143,4.368003178,32.02,47.0,2162.5,Band2100MHz,-7,0,150,17.73,88,16
SITE(42360B1),ANT(BRPVB21S261O),Orange,4G,50.845892143,4.368003178,32.02,46.0,2680.0,Band2600MHz,-7,0,150,17.6,86,15
SITE(42360B1),ANT(BRPVB21S071O),Orange,5G,50.845892143,4.368003178,32.02,43.0,773.0,Band700MHz,-7,0,150,14.39,103,23
SITE(42360B1),ANT(BRPVB21S081O),Orange,4G,50.845892143,4.368003178,32.02,44.8,816.0,Band800MHz,-7,0,150,14.89,96,23
SITE(42360B1),ANT(BRPVB21A091O)/ANT(BRPVB21B091O),Orange,2G/4G,50.845892143,4.368003178,32.02,40.6,955.0,Band900MHz,-7,0,150,15.07,97,20
SITE(42360B1),ANT(BRPVB31D351O),Orange,5G,50.84592445,4.367506622,29.43,41.8,3650.0,Band3600MHz,-5,0,240,21.9,126,32
SITE(42360B1),ANT(BRPVB21D351O),Orange,5G,50.845971134,4.368037866,33.14,41.8,3650.0,Band3600MHz,-5,0,150,21.9,126,32
SITE(42360B1),ANT(BRPVB11S181O),Orange,4G,50.845971134,4.368037867,32.46,42.0,1837.5,Band1800MHz,-7,0,60,16.29,106,9
SITE(42360B1),ANT(BRPVB11S211O),Orange,4G,50.845971134,4.368037867,32.46,42.0,2162.5,Band2100MHz,-7,0,60,17.73,88,9
SITE(42360B1),ANT(BRPVB11S261O),Orange,4G,50.845971134,4.368037867,32.46,39.0,2680.0,Band2600MHz,-7,0,60,17.6,86,7
SITE(42360B1),ANT(BRPVB11S071O),Orange,5G,50.845971134,4.368037867,32.46,39.0,773.0,Band700MHz,-7,0,60,14.39,100,17
SITE(42360B1),ANT(BRPVB11S081O),Orange,4G,50.845971134,4.368037867,32.46,40.0,816.0,Band800MHz,-7,0,60,14.89,94,16
